,claim,text,label
2429,Teachers should get tenure,Tenure is a formal dismissal process which protects teachers from punitive or premature dismissal,1
2430,Teachers should get tenure,Teachers are protected with the formal dismissal process under tenure.,1
2431,We should encourage increased use of referendums,Modern technology makes consultation easier than ever.,1
2432,We should encourage increased use of referendums,Ensures that all views are represented in political debate. ,1
2433,We should encourage increased use of referendums,This will ensure all views are represented in a political debate.,1
2434,We should encourage increased use of referendums,All views can be represented in a political debate.,1
2435,We should encourage increased use of referendums,Referendums are very artificial. ,0
2436,We should encourage increased use of referendums,Referendums can lend greater validity to political outcomes,1
2437,We should encourage increased use of referendums,Referendums allow for greater validity in political outcomes.,1
2438,We should encourage increased use of referendums,Improves standards in political governance. ,1
2439,We should encourage increased use of referendums,"Reduces public apathy about, and disengagement from, politics. ",1
2440,A nation's history and mythology is part of its national security,Predicting and protecting the future nation,1
2441,We should give cash to the poor to reduce poverty,Giving money to the poor is the fairest way of eliminating poverty,1
